test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,weather_load_test,00:01:00,fetch_weather,1833735,1833735,0,30562.2,0.06,0.91,82.44,0.73,1.06,1.82,3.88,0.84,0,0,0,0
